id_biblio,pubmed,title,url,author,publisher,year,journal,volume,pages,editor,book_title,review
19,12230882,Overexpression of human thioredoxin in transgenic mice controls oxidative stress and life span,NULL,Mitsui et al.,NULL,2002,Antioxid Redox Signal,4,693-696,NULL,NULL,0
20,9363890,Mutation of the mouse klotho gene leads to a syndrome resembling ageing,NULL,Kuro-o et al.,NULL,1997,Nature,390,45-51,NULL,NULL,0
21,7544491,The RNA component of human telomerase,NULL,Feng et al.,NULL,1995,Science,269,1236-1241,NULL,NULL,0
22,8978029,Senescence mutants of Saccharomyces cerevisiae with a defect in telomere replication identify three additional EST genes,NULL,Lendvay et al.,NULL,1996,Genetics,144,1399-1412,NULL,NULL,0
23,9110970,Reverse transcriptase motifs in the catalytic subunit of telomerase,NULL,Lingner et al.,NULL,1997,Science,276,561-567,NULL,NULL,0
24,9454332,Extension of life-span by introduction of telomerase into normal human cells,NULL,Bodnar et al.,NULL,1998,Science,279,349-352,NULL,NULL,0
25,9288757,"hEST2, the putative human telomerase catalytic subunit gene, is up-regulated in tumor cells and during immortalization",NULL,Meyerson et al.,NULL,1997,Cell,90,785-795,NULL,NULL,0
1355,8421089,Congenital gigantism due to growth hormone-releasing hormone excess and pituitary hyperplasia with adenomatous transformation,NULL,Zimmerman et al.,NULL,1993,J Clin Endocrinol Metab,76,216-222,NULL,NULL,0
27,1582420,Telomere shortening associated with chromosome instability is arrested in immortal cells which express telomerase activity,NULL,Counter et al.,NULL,1992,EMBO J,11,1921-1929,NULL,NULL,0
28,9335332,Telomere shortening and tumor formation by mouse cells lacking telomerase RNA,NULL,Blasco et al.,NULL,1997,Cell,91,25-34,NULL,NULL,0
29,10089885,"Longevity, stress response, and cancer in aging telomerase-deficient mice",NULL,Rudolph et al.,NULL,1999,Cell,96,701-712,NULL,NULL,0
30,11387197,"Increased epidermal tumors and increased skin wound healing in transgenic mice overexpressing the catalytic subunit of telomerase, mTERT, in basal keratinocytes",NULL,Gonzalez-Suarez et al.,NULL,2001,EMBO J,20,2619-2630,NULL,NULL,0
31,12034875,Constitutive telomerase expression promotes mammary carcinomas in aging mice,NULL,Artandi et al.,NULL,2002,Proc Natl Acad Sci U S A,99,8191-8196,NULL,NULL,0
32,9733514,Enhanced phosphorylation of p53 by ATM in response to DNA damage,NULL,Banin et al.,NULL,1998,Science,281,1674-1677,NULL,NULL,0
33,9733515,Activation of the ATM kinase by ionizing radiation and phosphorylation of p53,NULL,Canman et al.,NULL,1998,Science,281,1677-1679,NULL,NULL,0
34,12142523,"Interfaces between the detection, signaling, and repair of DNA damage",NULL,Rouse and Jackson,NULL,2002,Science,297,547-551,NULL,NULL,1
35,9363685,Ataxia-telangiectasia: is ATM a sensor of oxidative damage and stress?,NULL,Rotman and Shiloh,NULL,1997,Bioessays,19,911-917,NULL,NULL,1
36,12115733,Does p53 affect organismal aging?,NULL,Donehower,NULL,2002,J Cell Physiol,192,23-33,NULL,NULL,1
37,12533509,"Senescence, aging, and malignant transformation mediated by p53 in mice lacking the Brca1 full-length isoform",NULL,Cao et al.,NULL,2003,Genes Dev,17,201-213,NULL,NULL,0
38,9197240,"Disruption of mouse ERCC1 results in a novel repair syndrome with growth failure, nuclear abnormalities and senescence",NULL,Weeda et al.,NULL,1997,Curr Biol,7,427-439,NULL,NULL,0
39,8108730,Extension of life-span by overexpression of superoxide dismutase and catalase in Drosophila melanogaster,NULL,Orr and Sohal,NULL,1994,Science,263,1128-1130,NULL,NULL,0
40,12743125,"Effects of overexpression of copper-zinc and manganese superoxide dismutases, catalase, and thioredoxin reductase genes on longevity in Drosophila melanogaster",NULL,Orr et al.,NULL,2003,J Biol Chem,278,26418-26422,NULL,NULL,0
41,9620775,Extension of Drosophila lifespan by overexpression of human SOD1 in motor neurons,NULL,Parkes et al.,NULL,1998,Nat Genet,19,171-174,NULL,NULL,0
42,11867705,High-quality life extension by the enzyme peptide methionine sulfoxide reductase,NULL,Ruan et al.,NULL,2002,Proc Natl Acad Sci U S A,99,2748-2753,NULL,NULL,0
43,11606777,Methionine sulfoxide reductase (MsrA) is a regulator of antioxidant defense and lifespan in mammals,NULL,Moskovitz et al.,NULL,2001,Proc Natl Acad Sci U S A,98,12920-12925,NULL,NULL,0
44,12956415,Redox regulation of cell growth and cell death,NULL,Kwon et al.,NULL,2003,Biol Chem,384,991-996,NULL,NULL,1
45,8673102,Motor neurons in Cu/Zn superoxide dismutase-deficient mice develop normally but exhibit enhanced cell death after axonal injury,NULL,Reaume et al.,NULL,1996,Nat Genet,13,43-47,NULL,NULL,0
46,9195979,Mice deficient in cellular glutathione peroxidase develop normally and show no increased sensitivity to hyperoxia,NULL,Ho et al.,NULL,1997,J Biol Chem,272,16644-16651,NULL,NULL,0
47,11033419,Levels of dna damage are unaltered in mice overexpressing human catalase in nuclei,NULL,Schriner et al.,NULL,2000,Free Radic Biol Med,29,664-673,NULL,NULL,0
48,10719757,Ubiquitous overexpression of CuZn superoxide dismutase does not extend life span in mice,NULL,Huang et al.,NULL,2000,J Gerontol A Biol Sci Med Sci,55,B5-B9,NULL,NULL,0
49,1383769,Role of oxidative stress in Drosophila aging,NULL,Fleming et al.,NULL,1992,Mutat Res,275,267-279,NULL,NULL,1
50,12891360,Essential role for the peroxiredoxin Prdx1 in erythrocyte antioxidant defence and tumour suppression,NULL,Neumann et al.,NULL,2003,Nature,424,561-565,NULL,NULL,0
51,12826641,Mitochondrial respiratory-chain diseases,NULL,DiMauro and Schon,NULL,2003,N Engl J Med,348,2656-2668,NULL,NULL,1
52,9774481,Increased oxidative damage is correlated to altered mitochondrial function in heterozygous manganese superoxide dismutase knockout mice,NULL,Williams et al.,NULL,1998,J Biol Chem,273,28510-28515,NULL,NULL,0
53,11514315,Knockout mice heterozygous for Sod2 show alterations in cardiac mitochondrial function and apoptosis,NULL,Van Remmen et al.,NULL,2001,Am J Physiol Heart Circ Physiol,281,H1422-H1432,NULL,NULL,0
54,9590181,The hMre11/hRad50 protein complex and Nijmegen breakage syndrome: linkage of double-strand break repair to the cellular DNA damage response,NULL,Carney et al.,NULL,1998,Cell,93,477-486,NULL,NULL,0
55,11089984,Lessons from human progeroid syndromes,NULL,Martin and Oshima,NULL,2000,Nature,408,263-266,NULL,NULL,1
56,9352493,Hierarchical deterioration of body systems in Werner's syndrome: implications for normal ageing,NULL,Goto,NULL,1997,Mech Ageing Dev,98,239-254,NULL,NULL,0
57,9288107,The Werner syndrome protein is a DNA helicase,NULL,Gray et al.,NULL,1997,Nat Genet,17,100-103,NULL,NULL,0
58,9771700,"The premature ageing syndrome protein, WRN, is a 3'-->5' exonuclease",NULL,Huang et al.,NULL,1998,Nat Genet,20,114-116,NULL,NULL,0
1354,10522985,In vivo semiquantification of hypothalamic growth hormone-releasing hormone (GHRH) output in humans: evidence for relative GHRH deficiency in aging,NULL,Russell-Aulet et al.,NULL,1999,J Clin Endocrinol Metab,84,3490-3497,NULL,NULL,0
61,10725663,Werner's syndrome lymphoblastoid cells are hypersensitive to topoisomerase II inhibitors in the G2 phase of the cell cycle,NULL,Pichierri et al.,NULL,2000,Mutat Res,459,123-133,NULL,NULL,0
62,11087895,Werner's syndrome cell lines are hypersensitive to camptothecin-induced chromosomal damage,NULL,Pichierri et al.,NULL,2000,Mutat Res,456,45-57,NULL,NULL,0
63,12927431,LMNA mutations in atypical Werner's syndrome,NULL,Chen et al.,NULL,2003,Lancet,362,440-445,NULL,NULL,0
64,1944388,Reduced DNA repair in progeria cells and effects of gamma-ray irradiation on UV-induced unscheduled DNA synthesis in normal and progeria cells,NULL,Wang et al.,NULL,1991,Mutat Res,256,59-66,NULL,NULL,0
65,7862176,Reduction of unscheduled DNA synthesis and plasminogen activator activity in Hutchinson-Gilford fibroblasts during passaging in vitro: partial correction by interferon-beta,NULL,Sugita et al.,NULL,1995,Mutat Res,316,133-138,NULL,NULL,0
66,9620777,Positional cloning of the gene for Nijmegen breakage syndrome,NULL,Matsuura et al.,NULL,1998,Nat Genet,19,179-181,NULL,NULL,0
67,9590180,"Nibrin, a novel DNA double-strand break repair protein, is mutated in Nijmegen breakage syndrome",NULL,Varon et al.,NULL,1998,Cell,93,467-476,NULL,NULL,0
68,1465394,Poly(ADP-ribose) polymerase activity in mononuclear leukocytes of 13 mammalian species correlates with species-specific life span,NULL,Grube and Burkle,NULL,1992,Proc Natl Acad Sci U S A,89,11759-11763,NULL,NULL,0
69,10638521,"Mutations in signal transduction proteins increase stress resistance and longevity in yeast, nematodes, fruit flies, and mammalian neuronal cells",NULL,Longo,NULL,1999,Neurobiol Aging,20,479-486,NULL,NULL,1
70,12169020,Regulation of longevity and stress resistance: a molecular strategy conserved from yeast to humans?,NULL,Longo and Fabrizio,NULL,2002,Cell Mol Life Sci,59,903-908,NULL,NULL,0
71,2655926,A mutant with a defect in telomere elongation leads to senescence in yeast,NULL,Lundblad and Szostak,NULL,1989,Cell,57,633-643,NULL,NULL,0
72,1689810,In vivo alteration of telomere sequences and senescence caused by mutated Tetrahymena telomerase RNAs,NULL,Yu et al.,NULL,1990,Nature,344,126-132,NULL,NULL,0
73,10669743,Control of human telomere length by TRF1 and TRF2,NULL,Smogorzewska et al.,NULL,2000,Mol Cell Biol,20,1659-1668,NULL,NULL,0
74,9476899,TRF2 protects human telomeres from end-to-end fusions,NULL,van Steensel et al.,NULL,1998,Cell,92,401-413,NULL,NULL,0
75,10338214,Mammalian telomeres end in a large duplex loop,NULL,Griffith et al.,NULL,1999,Cell,97,503-514,NULL,NULL,0
76,9034193,Control of telomere length by the human telomeric protein TRF1,NULL,van Steensel and de Lange,NULL,1997,Nature,385,740-743,NULL,NULL,0
77,11923537,"Senescence induced by altered telomere state, not telomere loss",NULL,Karlseder et al.,NULL,2002,Science,295,2446-2449,NULL,NULL,0
78,10037601,p53- and ATM-dependent apoptosis induced by telomeres lacking TRF2,NULL,Karlseder et al.,NULL,1999,Science,283,1321-1325,NULL,NULL,0
79,12944479,Targeted deletion reveals an essential function for the telomere length regulator Trf1,NULL,Karlseder et al.,NULL,2003,Mol Cell Biol,23,6533-6541,NULL,NULL,0
80,2673543,The retinoblastoma protein is phosphorylated during specific phases of the cell cycle,NULL,Buchkovich et al.,NULL,1989,Cell,58,1097-1105,NULL,NULL,0
81,2673546,Phosphorylation of the retinoblastoma gene product is modulated during the cell cycle and cellular differentiation,NULL,Chen et al.,NULL,1989,Cell,58,1193-1198,NULL,NULL,0
82,2673542,The product of the retinoblastoma susceptibility gene has properties of a cell cycle regulatory element,NULL,DeCaprio et al.,NULL,1989,Cell,58,1085-1095,NULL,NULL,0
83,9219514,"The retinoblastoma protein: a master regulator of cell cycle, differentiation and apoptosis",NULL,Herwig and Strauss,NULL,1997,Eur J Biochem,246,581-601,NULL,NULL,1
84,1321348,Retinoblastoma protein switches the E2F site from positive to negative element,NULL,Weintraub et al.,NULL,1992,Nature,358,259-261,NULL,NULL,0
85,8357823,The role of E2F in the mammalian cell cycle,NULL,Farnham et al.,NULL,1993,Biochim Biophys Acta,1155,125-131,NULL,NULL,1
86,9375022,"E2F transcription factor action, regulation and possible role in human cancer",NULL,Sladek,NULL,1997,Cell Prolif,30,97-9105,NULL,NULL,1
87,9275177,Wild-type p53 triggers a rapid senescence program in human tumor cells lacking functional p53,NULL,Sugrue et al.,NULL,1997,Proc Natl Acad Sci U S A,94,9648-9653,NULL,NULL,0
88,8654922,p53: puzzle and paradigm,NULL,Ko and Prives,NULL,1996,Genes Dev,10,1054-1072,NULL,NULL,1
89,12750285,"p53 interacts with hRAD51 and hRAD54, and directly modulates homologous recombination",NULL,Linke et al.,NULL,2003,Cancer Res,63,2596-2605,NULL,NULL,0
90,7958916,DNA damage triggers a prolonged p53-dependent G1 arrest and long-term induction of Cip1 in normal human fibroblasts,NULL,Di Leonardo et al.,NULL,1994,Genes Dev,8,2540-2551,NULL,NULL,0
91,10973262,Telomerase-deficient mice with short telomeres are resistant to skin tumorigenesis,NULL,Gonzalez-Suarez et al.,NULL,2000,Nat Genet,26,114-117,NULL,NULL,0
92,9218725,Li-Fraumeni syndrome--a molecular and clinical review,NULL,Varley et al.,NULL,1997,Br J Cancer,76,Jan-14,NULL,NULL,1
93,12610779,Germline p53 mutations in a cohort with childhood sarcoma: sex differences in cancer risk,NULL,Hwang et al.,NULL,2003,Am J Hum Genet,72,975-983,NULL,NULL,0
94,12917625,Loss of p53 function accelerates acquisition of telomerase activity in indefinite lifespan human mammary epithelial cell lines,NULL,Stampfer et al.,NULL,2003,Oncogene,22,5238-5251,NULL,NULL,0
95,6320372,Retinoblastoma: clues to human oncogenesis,NULL,Murphree and Benedict,NULL,1984,Science,223,1028-1033,NULL,NULL,1
96,3162593,"Some retinoblastomas, osteosarcomas, and soft tissue sarcomas may share a common etiology",NULL,Weichselbaum et al.,NULL,1988,Proc Natl Acad Sci U S A,85,2106-2109,NULL,NULL,0
97,8504130,Molecular characterization of the retinoblastoma susceptibility gene,NULL,Goodrich and Lee,NULL,1993,Biochim Biophys Acta,1155,43-61,NULL,NULL,1
98,9849895,Longevity of lobsters is linked to ubiquitous telomerase expression,NULL,Klapper et al.,NULL,1998,FEBS Lett,439,143-146,NULL,NULL,0
99,9742964,Telomerase activity in 'immortal' fish,NULL,Klapper et al.,NULL,1998,FEBS Lett,434,409-412,NULL,NULL,0
100,7761406,Developmental and tissue-specific regulation of mouse telomerase and telomere length,NULL,Prowse and Greider,NULL,1995,Proc Natl Acad Sci U S A,92,4818-4822,NULL,NULL,0
101,9560153,Essential role of mouse telomerase in highly proliferative organs,NULL,Lee et al.,NULL,1998,Nature,392,569-574,NULL,NULL,0
102,11850781,Telomerase in the human organism,NULL,Collins and Mitchell,NULL,2002,Oncogene,21,564-579,NULL,NULL,1
103,8991544,Differential expression of telomerase activity in hematopoietic progenitors from adult human bone marrow,NULL,Chiu et al.,NULL,1996,Stem Cells,14,239-248,NULL,NULL,0
104,10568811,Decreased expression of telomerase-associated RNAs in the proliferation of stem cells in comparison with continuous expression in malignant tumors,NULL,Sugihara et al.,NULL,1999,Int J Oncol,15,1075-1080,NULL,NULL,0
105,12764382,Lack of telomerase activity in human mesenchymal stem cells,NULL,Zimmermann et al.,NULL,2003,Leukemia,17,1146-1149,NULL,NULL,0
106,8692840,Telomerase activity in the regenerative basal layer of the epidermis inhuman skin and in immortal and carcinoma-derived skin keratinocytes,NULL,Harle-Bachor and Boukamp,NULL,1996,Proc Natl Acad Sci U S A,93,6476-6481,NULL,NULL,0
107,8618017,Detection of telomerase activity in malignant and nonmalignant skin conditions,NULL,Taylor et al.,NULL,1996,J Invest Dermatol,106,759-765,NULL,NULL,0
108,8710384,Telomerase activity in normal human epithelial cells,NULL,Yasumoto et al.,NULL,1996,Oncogene,13,433-439,NULL,NULL,0
109,7727765,Telomerase activity in normal leukocytes and in hematologic malignancies,NULL,Counter et al.,NULL,1995,Blood,85,2315-2320,NULL,NULL,0
110,8808676,Telomerase activity in hematopoietic cells is associated with self-renewal potential,NULL,Morrison et al.,NULL,1996,Immunity,5,207-216,NULL,NULL,0
111,9380719,Telomere lengthening and telomerase activation during human B cell differentiation,NULL,Weng et al.,NULL,1997,Proc Natl Acad Sci U S A,94,10827-10832,NULL,NULL,0
113,15974869,Dyskeratosis congenita -- a disease of dysfunctional telomere maintenance,NULL,Mason et al.,NULL,2005,Curr Mol Med,5,159-170,NULL,NULL,1
114,11574891,The RNA component of telomerase is mutated in autosomal dominant dyskeratosis congenita,NULL,Vulliamy et al.,NULL,2001,Nature,413,432-435,NULL,NULL,0
115,12539238,"Stem cells, telomerase and dyskeratosis congenita",NULL,Mason,NULL,2003,Bioessays,25,126-133,NULL,NULL,1
116,9600234,Telomeric length and telomerase activity vary with age in peripheral blood cells obtained from normal individuals,NULL,Iwama et al.,NULL,1998,Hum Genet,102,397-402,NULL,NULL,0
117,NULL,Reversing Human Aging,NULL,Michael Fossel,William Morrow and Company: New York,1997,NULL,NULL,NULL,NULL,NULL,NULL
118,1511730,An altered repertoire of fos/jun (AP-1) at the onset of replicative senescence,NULL,Irving et al.,NULL,1992,Exp Cell Res,202,161-166,NULL,NULL,0
119,7684831,Suppression of the growth factor-mediated induction of c-fos and down-modulation of AP-1-binding activity are not required for cellular senescence,NULL,Lucibello et al.,NULL,1993,Oncogene,8,1667-1672,NULL,NULL,0
120,8051093,NF-kappa B activation of p53. A potential mechanism for suppressing cell growth in response to stress,NULL,Wu and Lozano,NULL,1994,J Biol Chem,269,20067-20074,NULL,NULL,0
121,9989825,"Hydrogen peroxide-induced apoptosis is CD95-independent, requires the release of mitochondria-derived reactive oxygen species and the activation of NF-kappaB",NULL,Dumont et al.,NULL,1999,Oncogene,18,747-757,NULL,NULL,0
122,10094826,Attenuation of NF-kappaB signaling response to UVB light during cellular senescence,NULL,Helenius et al.,NULL,1999,Exp Cell Res,248,194-202,NULL,NULL,0
123,9230691,Transforming growth factor-beta: the breaking open of a black box,NULL,Alevizopoulos and Mermod,NULL,1997,Bioessays,19,581-591,NULL,NULL,1
124,9670811,"TGF-beta signaling, Smads, and tumor suppressors",NULL,Padgett et al.,NULL,1998,Bioessays,20,382-390,NULL,NULL,1
125,10082664,Transforming growth factor beta triggers two independent-senescence programs in cancer cells,NULL,Katakura et al.,NULL,1999,Biochem Biophys Res Commun,255,110-115,NULL,NULL,0
126,2498805,TGF beta inhibits Go/S-phase transition in primary fibroblasts. Loss of response to the antigrowth effect of TGF beta is observed after immortalization,NULL,Sorrentino and Bandyopadhyay,NULL,1989,Oncogene,4,569-574,NULL,NULL,0
127,8885230,TGF beta-induced growth inhibition in primary fibroblasts requires the retinoblastoma protein,NULL,Herrera et al.,NULL,1996,Mol Biol Cell,7,1335-1342,NULL,NULL,0
128,8530457,Activation of an H2O2-generating NADH oxidase in human lung fibroblasts by transforming growth factor beta 1,NULL,Thannickal and Fanburg,NULL,1995,J Biol Chem,270,30334-30338,NULL,NULL,0
129,2163767,Growth inhibition by TGF-beta linked to suppression of retinoblastoma protein phosphorylation,NULL,Laiho et al.,NULL,1990,Cell,62,175-185,NULL,NULL,0
130,1901652,Regulation of transforming growth factor beta 1 gene expression by the product of the retinoblastoma-susceptibility gene,NULL,Kim et al.,NULL,1991,Proc Natl Acad Sci U S A,88,3052-3056,NULL,NULL,0
131,11060295,"Subcytotoxic H2O2 stress triggers a release of transforming growth factor-beta 1, which induces biomarkers of cellular senescence of human diploid fibroblasts",NULL,Frippiat et al.,NULL,2001,J Biol Chem,276,2531-2537,NULL,NULL,0
132,10856288,Selective activation of p38 MAPK cascade and mitotic arrest caused by low level oxidative stress,NULL,Kurata,NULL,2000,J Biol Chem,275,23413-23416,NULL,NULL,0
133,10581258,Phosphorylation of human p53 by p38 kinase coordinates N-terminal phosphorylation and apoptosis in response to UV radiation,NULL,Bulavin et al.,NULL,1999,EMBO J,18,6845-6854,NULL,NULL,0
134,9712902,Activating transcription factor-2 regulates phosphoenolpyruvate carboxykinase transcription through a stress-inducible mitogen-activated protein kinase pathway,NULL,Cheong et al.,NULL,1998,J Biol Chem,273,22714-22718,NULL,NULL,0
135,11069918,The kinetic mechanism of the dual phosphorylation of the ATF2 transcription factor by p38 mitogen-activated protein (MAP) kinase alpha. Implications for signal/response profiles of MAP kinase pathways,NULL,Waas et al.,NULL,2001,J Biol Chem,276,5676-5684,NULL,NULL,0
136,1641004,Retinoblastoma gene product activates expression of the human TGF-beta 2 gene through transcription factor ATF-2,NULL,Kim et al.,NULL,1992,Nature,358,331-334,NULL,NULL,0
137,12419465,Signal transduction in H2O2-induced senescence-like phenotype in human diploid fibroblasts,NULL,Frippiat et al.,NULL,2002,Free Radic Biol Med,33,1334-1346,NULL,NULL,0
138,8119953,The human retinoblastoma susceptibility gene promoter is positively autoregulated by its own product,NULL,Park et al.,NULL,1994,J Biol Chem,269,6083-6088,NULL,NULL,0
139,10480932,Involvement of the p38 mitogen-activated protein kinase pathway in transforming growth factor-B-induced gene expression,NULL,Hanafusa et al.,NULL,1999,J Biol Chem,274,27161-27167,NULL,NULL,0
140,12581156,Mitogen-activated protein kinase p38 defines the common senescence-signalling pathway,NULL,Iwasa et al.,NULL,2003,Genes Cells,8,131-144,NULL,NULL,0
141,12843179,Polymorphic variants of insulin-like growth factor I (IGF-I) receptor and phosphoinositide 3-kinase genes affect IGF-I plasma levels and human longevity: cues for an evolutionarily conserved mechanism of life span control,NULL,Bonafe et al.,NULL,2003,J Clin Endocrinol Metab,88,3299-3304,NULL,NULL,0
142,NULL,"The ""Little People"" of the island of Krk revisited. Etiology of hypopituitarism revealed",NULL,Krzisnik et al.,NULL,1999,Endocrine Genet,1,9–19,NULL,NULL,NULL
143,11487592,Genes that prolong life: relationships of growth hormone and growth to aging and life span,NULL,Bartke et al.,NULL,2001,J Gerontol A Biol Sci Med Sci,56,B340-B349,NULL,NULL,1
144,12915652,Reduced longevity in untreated patients with isolated growth hormone deficiency,NULL,Besson et al.,NULL,2003,J Clin Endocrinol Metab,88,3664-3667,NULL,NULL,0
145,8136829,Genetic associations with human longevity at the APOE and ACE loci,NULL,Schachter et al.,NULL,1994,Nat Genet,6,29-32,NULL,NULL,0
146,11792841,Association of human aging with a functional variant of klotho,NULL,Arking et al.,NULL,2002,Proc Natl Acad Sci U S A,99,856-861,NULL,NULL,0
147,12934712,"WRN, the protein deficient in Werner syndrome, plays a critical structural role in optimizing DNA repair",NULL,Chen et al.,NULL,2003,Aging Cell,2,191-199,NULL,NULL,0
148,11023999,The Werner syndrome protein contributes to induction of p53 by DNA damage,NULL,Blander et al.,NULL,2000,FASEB J,14,2138-2140,NULL,NULL,0
149,14527998,Gene expression profiling in Werner syndrome closely resembles that of normal aging,NULL,Kyng et al.,NULL,2003,Proc Natl Acad Sci U S A,100,12259-12264,NULL,NULL,0
150,12748643,A progeroid syndrome in mice is caused by defects in A-type lamins,NULL,Mounkes et al.,NULL,2003,Nature,423,298-301,NULL,NULL,0
151,147113,Genetic syndromes in man with potential relevance to the pathobiology of aging,NULL,Martin,NULL,1978,Birth Defects Orig Artic Ser,14,May-39,NULL,NULL,1
152,12239572,Forkhead transcription factor FOXO3a protects quiescent cells from oxidative stress,NULL,Kops et al.,NULL,2002,Nature,419,316-321,NULL,NULL,0
153,11154281,Protein kinase SGK mediates survival signals by phosphorylating the forkhead transcription factor FKHRL1 (FOXO3a),NULL,Brunet et al.,NULL,2001,Mol Cell Biol,21,952-965,NULL,NULL,0
154,11884591,Control of cell cycle exit and entry by protein kinase B-regulated forkhead transcription factors,NULL,Kops et al.,NULL,2002,Mol Cell Biol,22,2025-2036,NULL,NULL,0
155,11572993,Increased levels of forkhead box M1B transcription factor in transgenic mouse hepatocytes prevent age-related proliferation defects in regenerating liver,NULL,Wang et al.,NULL,2001,Proc Natl Acad Sci U S A,98,11468-11473,NULL,NULL,0
156,11081503,Telomere states and cell fates,NULL,Blackburn,NULL,2000,Nature,408,53-56,NULL,NULL,0
157,12527915,hTERT associates with human telomeres and enhances genomic stability and DNA repair,NULL,Sharma et al.,NULL,2003,Oncogene,22,131-146,NULL,NULL,0
158,12377759,Human Ku70/80 associates physically with telomerase through interaction with hTERT,NULL,Chai et al.,NULL,2002,J Biol Chem,277,47242-47247,NULL,NULL,0
159,12871978,SOD1 knock down induces senescence in human fibroblasts,NULL,Blander et al.,NULL,2003,J Biol Chem,278,38966-38969,NULL,NULL,0
160,10557106,The cellular response to p53: the decision between life and death,NULL,Sionov and Haupt,NULL,1999,Oncogene,18,6145-6157,NULL,NULL,1
161,12719720,"Decision making by p53: life, death and cancer",NULL,Oren,NULL,2003,Cell Death Differ,10,431-442,NULL,NULL,1
162,12919958,"ATM, ATR and DNA-PK: initiators of the cellular genotoxic stress responses",NULL,Yang et al.,NULL,2003,Carcinogenesis,24,1571-1580,NULL,NULL,1
163,12629205,"Early growth response 1 protein, an upstream gatekeeper of the p53 tumor suppressor, controls replicative senescence",NULL,Krones-Herzig et al.,NULL,2003,Proc Natl Acad Sci U S A,100,3233-3238,NULL,NULL,0
164,8278403,"The retinoblastoma gene product is a cell cycle-dependent, nuclear matrix-associated protein",NULL,Mancini et al.,NULL,1994,Proc Natl Acad Sci U S A,91,418-422,NULL,NULL,0
165,12665570,The tumor suppressor p53 and histone deacetylase 1 are antagonistic regulators of the cyclin-dependent kinase inhibitor p21/WAF1/CIP1 gene,NULL,Lagger et al.,NULL,2003,Mol Cell Biol,23,2669-2679,NULL,NULL,0
