"id_biblio","pubmed","title","url","author","publisher","year","journal","volume","pages","editor","book_title","review"
0019,12242224,"A mutation in the ATP2 gene abrogates the age asymmetry between mother and daughter cells of the yeast Saccharomyces cerevisiae.",NULL,"Lai et al",NULL,2002,"Genetics","162","73-87",NULL,NULL,NULL
0020,18371340,"Deletion of the developmentally essential gene ATR in adult mice leads to age-related phenotypes and stem cell loss.",NULL,"Ruzankina et al",NULL,2007,"Cell Stem Cell","1","113-126",NULL,NULL,NULL
0021,16324156,"Thioredoxin is related to life span regulation and oxidative stress response in Caenorhabditis elegans.",NULL,"Jee et al",NULL,2005,"Genes Cells","10","1203-1210",NULL,NULL,NULL
0022,14668850,"Genetics: influence of TOR kinase on lifespan in C. elegans.",NULL,"Vellai et al",NULL,2003,"Nature","426",NULL,NULL,NULL,NULL
0023,17521386,"Longevity determined by developmental arrest genes in Caenorhabditis elegans.",NULL,"Chen et al",NULL,2007,"Aging Cell","6","525-533",NULL,NULL,NULL
0024,17411345,"Lifespan regulation by evolutionarily conserved genes essential for viability.",NULL,"Curran and Ruvkun",NULL,2007,"PLoS Genet.","3",NULL,NULL,NULL,NULL
0025,15905404,"Functional interaction between beta-catenin and FOXO in oxidative stress signaling.",NULL,"Essers et al",NULL,2005,"Science","308","1181-1184",NULL,NULL,NULL
0026,17360389,"Absence of the proapoptotic Bax protein extends fertility and alleviates age-related health complications in female mice.",NULL,"Perez et al",NULL,2007,"Proc. Natl. Acad. Sci. U.S.A.","104","5229-5234",NULL,NULL,NULL
0027,12598614,"blue cheese mutations define a novel, conserved gene involved in progressive neural degeneration.",NULL,"Finley et al",NULL,2003,"J. Neurosci.","23","1254-1264",NULL,NULL,NULL
0028,8195187,"Cloning and characterization of LAG1, a longevity-assurance gene in yeast.",NULL,"D'mello et al",NULL,1994,"J. Biol. Chem.","269","15451-15459",NULL,NULL,NULL
0029,12958363,"Autophagy genes are essential for dauer development and life-span extension in C. elegans.",NULL,"Mel?ndez et al",NULL,2003,"Science","301","1387-1391",NULL,NULL,NULL
0030,16387864,"Involvement of Drosophila uncoupling protein 5 in metabolism and aging.",NULL,"S?nchez-Blanco et al",NULL,2006,"Genetics","172","1699-1710",NULL,NULL,NULL
0031,17900898,"The C. elegans TGF-beta Dauer pathway regulates longevity via insulin signaling.",NULL,"Shaw et al",NULL,2007,"Curr. Biol.","17","1635-1645",NULL,NULL,NULL
0032,12533509,"Senescence, aging, and malignant transformation mediated by p53 in mice lacking the Brca1 full-length isoform.",NULL,"Cao et al",NULL,2003,"Genes Dev.","17","201-213",NULL,NULL,NULL
0033,16293764,"Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients.",NULL,"Kaeberlein et al",NULL,2005,"Science","310","1193-1196",NULL,NULL,NULL
0034,15208629,"BubR1 insufficiency causes early onset of aging-associated phenotypes and infertility in mice.",NULL,"Baker et al",NULL,2004,"Nat. Genet.","36","744-749",NULL,NULL,NULL
0035,16476774,"Early aging-associated phenotypes in Bub3/Rae1 haploinsufficient mice.",NULL,"Baker et al",NULL,2006,"J. Cell Biol.","172","529-540",NULL,NULL,NULL
0036,16380712,"Identification of direct DAF-16 targets controlling longevity, metabolism and diapause by chromatin immunoprecipitation.",NULL,"Oh et al",NULL,2006,"Nat. Genet.","38","251-257",NULL,NULL,NULL
0037,15253933,"The TOR pathway interacts with the insulin signaling pathway to regulate C. elegans larval development, metabolism and life span.",NULL,"Jia et al",NULL,2004,"Development","131","3897-3906",NULL,NULL,NULL
0038,12845331,"Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans.",NULL,"Murphy et al",NULL,2003,"Nature","424","277-283",NULL,NULL,NULL
0039,17435236,"Genetic modifiers of the Drosophila blue cheese gene link defects in lysosomal transport with decreased life span and altered ubiquitinated-protein profiles.",NULL,"Simonsen et al",NULL,2007,"Genetics","176","1283-1297",NULL,NULL,NULL
0040,17188333,"Caspase-2 deficiency enhances aging-related traits in mice.",NULL,"Zhang et al",NULL,2007,"Mech. Ageing Dev.","128","213-221",NULL,NULL,NULL
0041,8108730,"Extension of life-span by overexpression of superoxide dismutase and catalase in Drosophila melanogaster.",NULL,"Orr and Sohal",NULL,1994,"Science","263","1128-1130",NULL,NULL,NULL
0042,15879174,"Extension of murine life span by overexpression of catalase targeted to mitochondria.",NULL,"Schriner et al",NULL,2005,"Science","308","1909-1911",NULL,NULL,NULL
0043,14690422,"Caveolin-1 null (-/-) mice show dramatic reductions in life span.",NULL,"Park et al",NULL,2003,"Biochemistry","42","15124-15131",NULL,NULL,NULL
0044,17460215,"Effects of deleting mitochondrial antioxidant genes on life span.",NULL,"Unlu and Koc",NULL,2007,"Ann. N. Y. Acad. Sci.","1100","505-509",NULL,NULL,NULL
0045,12620118,"A search for doxycycline-dependent mutations that increase Drosophila melanogaster life span identifies the VhaSFD, Sugar baby, filamin, fwd and Cctl genes.",NULL,"Landis et al",NULL,2003,"Genome Biol.","4",NULL,NULL,NULL,NULL
0046,16741121,"Checkpoint proteins control survival of the postmitotic cells in Caenorhabditis elegans.",NULL,"Olsen et al",NULL,2006,"Science","312","1381-1385",NULL,NULL,NULL
0047,11000115,"Requirement of NAD and SIR2 for life-span extension by calorie restriction in Saccharomyces cerevisiae.",NULL,"Lin et al",NULL,2000,"Science","289","2126-2128",NULL,NULL,NULL
0048,9428525,"Extrachromosomal rDNA circles--a cause of aging in yeast.",NULL,"Sinclair and Guarente",NULL,1997,"Cell","91","1033-1042",NULL,NULL,NULL
0049,17368005,"Drosophila lacking the Cdk5 activator, p35, display defective axon guidance, age-dependent behavioral deficits and reduced lifespan.",NULL,"Connell-Crowley et al",NULL,2007,"Mech. Dev.","124","341-349",NULL,NULL,NULL
0050,17143283,"Cdkn1a deletion improves stem cell function and lifespan of mice with dysfunctional telomeres without accelerating cancer formation.",NULL,"Choudhury et al",NULL,2007,"Nat. Genet.","39","99-9105",NULL,NULL,NULL
0051,15289464,"Effect of a C/EBP gene replacement on mitochondrial biogenesis in fat cells.",NULL,"Chiu et al",NULL,2004,"Genes Dev.","18","1970-1975",NULL,NULL,NULL
0052,10873623,"Molecular cloning and characterization of a new insulin/IGF-like peptide of the nematode Caenorhabditis elegans.",NULL,"Kawano et al",NULL,2000,"Biochem. Biophys. Res. Commun.","273","431-436",NULL,NULL,NULL
0053,17895432,"Reduced expression of the Caenorhabditis elegans p53 ortholog cep-1 results in increased longevity.",NULL,"Arum and Johnson",NULL,2007,"J. Gerontol. A Biol. Sci. Med. Sci.","62","951-959",NULL,NULL,NULL
0054,17592126,"Ceramide transfer protein function is essential for normal oxidative stress response and lifespan.",NULL,"Rao et al",NULL,2007,"Proc. Natl. Acad. Sci. U.S.A.","104","11364-11369",NULL,NULL,NULL
0055,10617200,"Regulation of lifespan by sensory perception in Caenorhabditis elegans.",NULL,"Apfeld and Kenyon",NULL,1999,"Nature","402","804-809",NULL,NULL,NULL
0056,16675955,"ATM-Chk2-p53 activation prevents tumorigenesis at an expense of organ homeostasis upon Brca1 deficiency.",NULL,"Cao et al",NULL,2006,"EMBO J.","25","2167-2177",NULL,NULL,NULL
0057,11292874,"Extension of life-span by loss of CHICO, a Drosophila insulin receptor substrate protein.",NULL,"Clancy et al",NULL,2001,"Science","292","104-106",NULL,NULL,NULL
0058,16182251,"The budding yeast protein Chl1p has a role in transcriptional silencing, rDNA recombination, and aging.",NULL,"Das and Sinha",NULL,2005,"Biochem. Biophys. Res. Commun.","337","167-172",NULL,NULL,NULL
0059,12054192,"Enhanced longevity in tau mutant Syrian hamsters, Mesocricetus auratus.",NULL,"Oklejewicz and Daan",NULL,2002,"J. Biol. Rhythms","17","210-216",NULL,NULL,NULL
0060,16099946,"The C. elegans ortholog of mammalian Ku70, interacts with insulin-like signaling to modulate stress resistance and life span.",NULL,"McColl et al",NULL,2005,"FASEB J.","19","1716-1718",NULL,NULL,NULL
0061,8638122,"Determination of life-span in Caenorhabditis elegans by four clock genes.",NULL,"Lakowski and Hekimi",NULL,1996,"Science","272","1010-1013",NULL,NULL,NULL
0062,17710147,"DNA replication stress is a determinant of chronological lifespan in budding yeast.",NULL,"Weinberger et al",NULL,2007,"PLoS ONE","2",NULL,NULL,NULL,NULL
0063,17673661,"Quantitative mass spectrometry identifies insulin signaling targets in C. elegans.",NULL,"Dong et al",NULL,2007,"Science","317","660-663",NULL,NULL,NULL
0064,16195414,"Evolutionary conservation of the clk-1-dependent mechanism of longevity: loss of mclk1 increases cellular fitness and lifespan in mice.",NULL,"Liu et al",NULL,2005,"Genes Dev.","19","2424-2434",NULL,NULL,NULL
0065,10330149,"Mitochondrial group II introns, cytochrome c oxidase, and senescence in Podospora anserina.",NULL,"Begel et al",NULL,1999,"Mol. Cell. Biol.","19","4093-4100",NULL,NULL,NULL
0066,16336970,"Mrg19 depletion increases S. cerevisiae lifespan by augmenting ROS defence.",NULL,"Kharade et al",NULL,2005,"FEBS Lett.","579","6809-6813",NULL,NULL,NULL
0067,16751106,"A conserved MST-FOXO signaling pathway mediates oxidative-stress responses and extends life span.",NULL,"Lehtinen et al",NULL,2006,"Cell","125","987-981001",NULL,NULL,NULL
0068,12586694,"SOD2 functions downstream of Sch9 to extend longevity in yeast.",NULL,"Fabrizio et al",NULL,2003,"Genetics","163","35-46",NULL,NULL,NULL
0069,17392428,"Regulation of Caenorhabditis elegans lifespan by a proteasomal E3 ligase complex.",NULL,"Ghazi et al",NULL,2007,"Proc. Natl. Acad. Sci. U.S.A.","104","5947-5952",NULL,NULL,NULL
0070,17081785,"A mutation in the gene encoding cytochrome c1 leads to a decreased ROS content and to a long-lived phenotype in the filamentous fungus Podospora anserina.",NULL,"Sellem et al",NULL,2007,"Fungal Genet. Biol.","44","648-658",NULL,NULL,NULL
0071,12124627,"Calorie restriction extends Saccharomyces cerevisiae lifespan by increasing respiration.",NULL,"Lin et al",NULL,2002,"Nature","418","344-348",NULL,NULL,NULL
0072,7789761,"Genes that regulate both development and longevity in Caenorhabditis elegans.",NULL,"Larsen et al",NULL,1995,"Genetics","139","1567-1583",NULL,NULL,NULL
0073,16153634,"Lifespan and dauer regulation by tissue-specific activities of Caenorhabditis elegans DAF-18.",NULL,"Masse et al",NULL,2005,"Dev. Biol.","286","91-9101",NULL,NULL,NULL
0074,8247153,"A C. elegans mutant that lives twice as long as wild type.",NULL,"Kenyon et al",NULL,1993,"Nature","366","461-464",NULL,NULL,NULL
0075,8807293,"Genetic analysis of the roles of daf-28 and age-1 in regulating Caenorhabditis elegans dauer formation.",NULL,"Malone et al",NULL,1996,"Genetics","143","1193-1205",NULL,NULL,NULL
0076,11740945,"A hormonal signaling pathway influencing C. elegans metabolism, reproductive development, and life span.",NULL,"Gerisch et al",NULL,2001,"Dev. Cell","1","841-851",NULL,NULL,NULL
0077,10838697,"Contributions of cell death to aging in C. elegans.",NULL,"Herndon and Driscoll",NULL,2000,"Results Probl Cell Differ","29","113-129",NULL,NULL,NULL
0078,15314028,"A novel nuclear receptor/coregulator complex controls C. elegans lipid metabolism, larval development, and aging.",NULL,"Ludewig et al",NULL,2004,"Genes Dev.","18","2120-2133",NULL,NULL,NULL
0079,17651920,"Drosophila DJ-1 mutants are sensitive to oxidative stress and show reduced lifespan and motor deficits.",NULL,"Lavara-Culebras and Paricio",NULL,2007,"Gene","400","158-165",NULL,NULL,NULL
0080,17728253,"Properties, regulation, and in vivo functions of a novel protein kinase D: Caenorhabditis elegans DKF-2 links diacylglycerol second messenger to the regulation of stress responses and life span.",NULL,"Feng et al",NULL,2007,"J. Biol. Chem.","282","31273-31288",NULL,NULL,NULL
0081,17592521,"Involvement of genes required for synaptic function in aging control in C. elegans.",NULL,"Shen et al",NULL,2007,"Neurosci Bull","23","21-29",NULL,NULL,NULL
0082,17933869,"Daxx-like protein of Drosophila interacts with Dmp53 and affects longevity and Ark mRNA level.",NULL,"Bodai et al",NULL,2007,"J. Biol. Chem.","282","36386-36393",NULL,NULL,NULL
0083,12024027,"Mutations in DNA replication genes reduce yeast life span.",NULL,"Hoopes et al",NULL,2002,"Mol. Cell. Biol.","22","4136-4146",NULL,NULL,NULL
0084,17369827,"Life extension through neurofibromin mitochondrial regulation and antioxidant therapy for neurofibromatosis-1 in Drosophila melanogaster.",NULL,"Tong et al",NULL,2007,"Nat. Genet.","39","476-485",NULL,NULL,NULL
0085,17173038,"Reducing mitochondrial fission results in increased life span and fitness of two fungal ageing models.",NULL,"Scheckhuber et al",NULL,2007,"Nat. Cell Biol.","9","99-9105",NULL,NULL,NULL
0086,15533947,"DNA methyltransferase gene dDnmt2 and longevity of Drosophila.",NULL,"Lin et al",NULL,2005,"J. Biol. Chem.","280","861-864",NULL,NULL,NULL
0087,12610309,"Steroid control of longevity in Drosophila melanogaster.",NULL,"Simon et al",NULL,2003,"Science","299","1407-1410",NULL,NULL,NULL
0088,9789046,"The genetics of caloric restriction in Caenorhabditis elegans.",NULL,"Lakowski and Hekimi",NULL,1998,"Proc. Natl. Acad. Sci. U.S.A.","95","13091-13096",NULL,NULL,NULL
0089,12610294,"The endocrine regulation of aging by insulin-like signals.",NULL,"Tatar et al",NULL,2003,"Science","299","1346-1351",NULL,NULL,NULL
0090,2508089,"Fruit flies with additional expression of the elongation factor EF-1 alpha live longer.",NULL,"Shepherd et al",NULL,1989,"Proc. Natl. Acad. Sci. U.S.A.","86","7520-7521",NULL,NULL,NULL
0091,17872905,"Lack of fibulin-3 causes early aging and herniation, but not macular degeneration in mice.",NULL,"McLaughlin et al",NULL,2007,"Hum. Mol. Genet.","16","3059-3070",NULL,NULL,NULL
0092,12571101,"Cyclic GMP-dependent protein kinase EGL-4 controls body size and lifespan in C elegans.",NULL,"Hirose et al",NULL,2003,"Development","130","1089-1099",NULL,NULL,NULL
0093,16434470,"Enigma, a mitochondrial protein affecting lifespan and oxidative stress response in Drosophila.",NULL,"Mourikis et al",NULL,2006,"Proc. Natl. Acad. Sci. U.S.A.","103","1307-1312",NULL,NULL,NULL
0094,11950998,"Premature aging in mice deficient in DNA repair and transcription.",NULL,"de Boer et al",NULL,2002,"Science","296","1276-1279",NULL,NULL,NULL
0095,17183314,"A new progeroid syndrome reveals that genotoxic stress suppresses the somatotroph axis.",NULL,"Niedernhofer et al",NULL,2006,"Nature","444","1038-1043",NULL,NULL,NULL
0096,16673436,"Caenorhabditis elegans as a screening tool for the endothelial cell-derived putative aging-related proteins detected by proteomic analysis.",NULL,"Ha et al",NULL,2006,"Proteomics","6","3339-3351",NULL,NULL,NULL
0097,17934462,"DAF-16/FOXO targets genes that regulate tumor growth in Caenorhabditis elegans.",NULL,"Pinkston-Gosse and Kenyon",NULL,2007,"Nat. Genet.","39","1403-1409",NULL,NULL,NULL
0098,15719061,"Nuclear hormone receptor NHR-49 controls fat consumption and fatty acid composition in C. elegans.",NULL,"Van Gilst et al",NULL,2005,"PLoS Biol.","3",NULL,NULL,NULL,NULL
0099,16199065,"Fructose-1,6-bisphosphatase mediates cellular responses to DNA damage and aging in Saccharomyces cerevisiae.",NULL,"Kitanovic and W?lfl",NULL,2006,"Mutat. Res.","594","135-147",NULL,NULL,NULL
0100,16436465,"Premature aging-like phenotype in fibroblast growth factor 23 null mice is a vitamin D-mediated process.",NULL,"Razzaque et al",NULL,2006,"FASEB J.","20","720-722",NULL,NULL,NULL
0101,10230397,"Elimination of replication block protein Fob1 extends the life span of yeast mother cells.",NULL,"Defossez et al",NULL,1999,"Mol. Cell","3","447-455",NULL,NULL,NULL
0102,14647066,"Growth hormone stimulates proliferation of old-aged regenerating liver through forkhead box m1b.",NULL,"Krupczak-Hollis et al",NULL,2003,"Hepatology","38","1552-1562",NULL,NULL,NULL
0103,15175753,"Drosophila dFOXO controls lifespan and regulates insulin signalling in brain and fat body.",NULL,"Hwangbo et al",NULL,2004,"Nature","429","562-566",NULL,NULL,NULL
0104,15771615,"Reduced expression of frataxin extends the lifespan of Caenorhabditis elegans.",NULL,"Ventura et al",NULL,2005,"Aging Cell","4","109-112",NULL,NULL,NULL
0105,16860373,"C. elegans 14-3-3 proteins regulate life span and interact with SIR-2.1 and DAF-16/FOXO.",NULL,"Wang et al",NULL,2006,"Mech. Ageing Dev.","127","741-747",NULL,NULL,NULL
0106,16278235,"Targeted disruption of hepatic frataxin expression causes impaired mitochondrial function, decreased life span and tumor growth in mice.",NULL,"Thierbach et al",NULL,2005,"Hum. Mol. Genet.","14","3857-3864",NULL,NULL,NULL
0107,15178135,"The effects of complex I function and oxidative damage on lifespan and anesthetic sensitivity in Caenorhabditis elegans.",NULL,"Kayser et al",NULL,2004,"Mech. Ageing Dev.","125","455-464",NULL,NULL,NULL
0108,16148000,"Overexpression of glutamate-cysteine ligase extends life span in Drosophila melanogaster.",NULL,"Orr et al",NULL,2005,"J. Biol. Chem.","280","37331-37338",NULL,NULL,NULL
0109,15547318,"The histone acetyltransferase GCN5 modulates the retrograde response and genome stability determining yeast longevity.",NULL,"Kim et al",NULL,2004,"Biogerontology","5","305-316",NULL,NULL,NULL
0110,14583653,"Can growth hormone (GH) accelerate aging? Evidence from GH-transgenic mice.",NULL,"Bartke Andrzej",NULL,2003,"Neuroendocrinology","78","210-216",NULL,NULL,NULL
0111,12933651,"Deletion, but not antagonism, of the mouse growth hormone receptor results in severely decreased body weights, insulin, and insulin-like growth factor I levels and increased life span.",NULL,"Coschigano et al",NULL,2003,"Endocrinology","144","3799-3810",NULL,NULL,NULL
0112,11371619,"Lifespan extension and delayed immune and collagen aging in mutant mice with defects in growth hormone production.",NULL,"Flurkey et al",NULL,2001,"Proc. Natl. Acad. Sci. U.S.A.","98","6736-6741",NULL,NULL,NULL
0113,15186745,"Regulation of lifespan in Drosophila by modulation of genes in the TOR signaling pathway.",NULL,"Kapahi et al",NULL,2004,"Curr. Biol.","14","885-890",NULL,NULL,NULL
0114,16581512,"Overexpression of a Drosophila homolog of apolipoprotein D leads to increased stress resistance and extended lifespan.",NULL,"Walker et al",NULL,2006,"Curr. Biol.","16","674-679",NULL,NULL,NULL
0115,11799246,"Regulation of life-span by germ-line stem cells in Caenorhabditis elegans.",NULL,"Arantes-Oliveira et al",NULL,2002,"Science","295","502-505",NULL,NULL,NULL
0116,17187771,"Multiple sensory G proteins in the olfactory, gustatory and nociceptive neurons modulate longevity in Caenorhabditis elegans.",NULL,"Lans and Jansen",NULL,2007,"Dev. Biol.","303","474-482",NULL,NULL,NULL
0117,15496407,"Transgenic mice overexpressing glutathione peroxidase 4 are protected against oxidative stress-induced apoptosis.",NULL,"Ran et al",NULL,2004,"J. Biol. Chem.","279","55137-55146",NULL,NULL,NULL
0118,10506576,"Overexpression of glutathione reductase extends survival in transgenic Drosophila melanogaster under hyperoxia but not normoxia.",NULL,"Mockett et al",NULL,1999,"FASEB J.","13","1733-1742",NULL,NULL,NULL
0119,16164425,"Lifespan and stress resistance of Caenorhabditis elegans are increased by expression of glutathione transferases capable of metabolizing the lipid peroxidation product 4-hydroxynonenal.",NULL,"Ayyadevara et al",NULL,2005,"Aging Cell","4","257-271",NULL,NULL,NULL
0120,17157356,"Life span and stress resistance of Caenorhabditis elegans are differentially affected by glutathione transferases metabolizing 4-hydroxynon-2-enal.",NULL,"Ayyadevara et al",NULL,2007,"Mech. Ageing Dev.","128","196-205",NULL,NULL,NULL
0121,16023114,"Yeast HAT1 and HAT2 deletions have different life-span and transcriptome phenotypes.",NULL,"Rosaleny et al",NULL,2005,"FEBS Lett.","579","4063-4068",NULL,NULL,NULL
0122,15105378,"Growth retardation and premature aging phenotypes in mice with disruption of the SNF2-like gene, PASG.",NULL,"Sun et al",NULL,2004,"Genes Dev.","18","1035-1046",NULL,NULL,NULL
0123,11290710,"The short life span of Saccharomyces cerevisiae sgs1 and srs2 mutants is a composite of normal aging processes and mitotic arrest due to defective recombination.",NULL,"McVey et al",NULL,2001,"Genetics","157","1531-1542",NULL,NULL,NULL
0124,14668486,"Regulation of longevity in Caenorhabditis elegans by heat shock factor and molecular chaperones.",NULL,"Morley and Morimoto",NULL,2004,"Mol. Biol. Cell","15","657-664",NULL,NULL,NULL
0125,12882326,"Lifespan extension in C. elegans by a molecular chaperone dependent upon insulin-like signals.",NULL,"Walker and Lithgow",NULL,2003,"Aging Cell","2","131-139",NULL,NULL,NULL
0126,11959102,"Extended longevity of Caenorhabditis elegans by knocking in extra copies of hsp70F, a homolog of mot-2 (mortalin)/mthsp70/Grp75.",NULL,"Yokoyama et al",NULL,2002,"FEBS Lett.","516","53-57",NULL,NULL,NULL
0127,17908928,"Accelerated aging and failure to segregate damaged proteins in Sir2 mutants can be suppressed by overproducing the protein aggregation-remodeling factor Hsp104p.",NULL,"Erjavec et al",NULL,2007,"Genes Dev.","21","2410-2421",NULL,NULL,NULL
0128,14734639,"Overexpression of the small mitochondrial Hsp22 extends Drosophila life span and increases resistance to oxidative stress.",NULL,"Morrow et al",NULL,2004,"FASEB J.","18","598-599",NULL,NULL,NULL
0129,15308776,"Multiple-stress analysis for isolation of Drosophila longevity genes.",NULL,"Wang et al",NULL,2004,"Proc. Natl. Acad. Sci. U.S.A.","101","12610-12615",NULL,NULL,NULL
0130,14602080,"JNK signaling confers tolerance to oxidative stress and extends lifespan in Drosophila.",NULL,"Wang et al",NULL,2003,"Dev. Cell","5","811-816",NULL,NULL,NULL
0131,9363888,"Chaperoning extended life.",NULL,"Tatar et al",NULL,1997,"Nature","390",NULL,NULL,NULL,NULL
0132,16051752,"HST2 mediates SIR2-independent life-span extension by calorie restriction.",NULL,"Lamming et al",NULL,2005,"Science","309","1861-1864",NULL,NULL,NULL
0133,17420766,"Lack of serotonin1B receptor expression leads to age-related motor dysfunction, early onset of brain molecular aging and reduced longevity.",NULL,"Sibille et al",NULL,2007,"Mol. Psychiatry","12","1042-156, 975",NULL,NULL,NULL
0134,17266680,"Inhibition of mRNA translation extends lifespan in Caenorhabditis elegans.",NULL,"Pan et al",NULL,2007,"Aging Cell","6","111-119",NULL,NULL,NULL
0135,17266679,"Lifespan extension by conditions that inhibit translation in Caenorhabditis elegans.",NULL,"Hansen et al",NULL,2007,"Aging Cell","6","95-9110",NULL,NULL,NULL
0136,16968739,"IFTA-2 is a conserved cilia protein involved in pathways regulating longevity and dauer formation in Caenorhabditis elegans.",NULL,"Schafer et al",NULL,2006,"J. Cell. Sci.","119","4088-4100",NULL,NULL,NULL
0137,17973971,"Influence of cardiac-specific overexpression of insulin-like growth factor 1 on lifespan and aging-associated changes in cardiac intracellular Ca2+ homeostasis, protein damage and apoptotic protein expression.",NULL,"Li and Ren",NULL,2007,"Aging Cell","6","799-806",NULL,NULL,NULL
0138,12483226,"IGF-1 receptor regulates lifespan and resistance to oxidative stress in mice.",NULL,"Holzenberger et al",NULL,2003,"Nature","421","182-187",NULL,NULL,NULL
0139,11118146,"Extended life-span conferred by cotransporter gene mutations in Drosophila.",NULL,"Rogina et al",NULL,2000,"Science","290","2137-2140",NULL,NULL,NULL
0140,11292875,"A mutant Drosophila insulin receptor homolog that extends life-span and impairs neuroendocrine function.",NULL,"Tatar et al",NULL,2001,"Science","292","107-110",NULL,NULL,NULL
0141,11274053,"Regulation of DAF-2 receptor signaling by human insulin and ins-1, a member of the unusually large and diverse C. elegans insulin gene family.",NULL,"Pierce et al",NULL,2001,"Genes Dev.","15","672-686",NULL,NULL,NULL
0142,12543978,"Extended longevity in mice lacking the insulin receptor in adipose tissue.",NULL,"Bl?her et al",NULL,2003,"Science","299","572-574",NULL,NULL,NULL
0143,17928362,"Evidence for lifespan extension and delayed age-related biomarkers in insulin receptor substrate 1 null mice.",NULL,"Selman et al",NULL,2008,"FASEB J.","22","807-818",NULL,NULL,NULL
0144,17641201,"Brain IRS2 signaling coordinates life span and nutrient homeostasis.",NULL,"Taguchi et al",NULL,2007,"Science","317","369-372",NULL,NULL,NULL
0145,11709184,"Mitochondrial electron transport is a key determinant of life span in Caenorhabditis elegans.",NULL,"Feng et al",NULL,2001,"Dev. Cell","1","633-644",NULL,NULL,NULL
0146,15767565,"JNK regulates lifespan in Caenorhabditis elegans by modulating nuclear translocation of forkhead transcription factor/DAF-16.",NULL,"Oh et al",NULL,2005,"Proc. Natl. Acad. Sci. U.S.A.","102","4494-4499",NULL,NULL,NULL
0147,16530050,"Germ-cell loss extends C. elegans life span through regulation of DAF-16 by kri-1 and lipophilic-hormone signaling.",NULL,"Berman and Kenyon",NULL,2006,"Cell","124","1055-1068",NULL,NULL,NULL
